	logFC	logCPM	F	PValue	FDR
YBL025W	0.256616878992737	4.41310173662772	2.49247665274827	0.356976146928999	0.697167390210598
YBL026W	0.388106340226477	5.68944810008268	1.88603974752961	0.19116283924463	0.530198231932673
YBL027W	0.416473967787196	10.6375115093318	0.817355241641689	0.381190775508496	0.715803531161341
YBL028C	1.63608594142094	4.84781900852712	39.0028140679096	2.10700038728564e-05	0.000734609236151385
YBL029C-A	0.3770156864872	5.3858477842777	2.37078003227127	0.145833836395813	0.46412553265252
YBL029W	0.0816405297161522	5.60986051104737	0.455739491892253	0.737528404721561	0.916821110906721
YBL030C	-0.781777738894245	8.38636653364521	1.5314261198805	0.236175998184672	0.582986412507696
YBL031W	0.252747405852841	5.37847747273214	0.867646479276978	0.367333678134815	0.707094542960502
YBL032W	0.0243147019819974	7.28806153402813	0.0122687955290833	0.927726909703486	0.980211476507995
YBL033C	-0.577878375960069	7.35720503405298	8.19219801473936	0.0346006575645449	0.190432887157428
YBL034C	0.0700974605959372	5.04753019442857	0.128236926080219	0.783337156820717	0.934860789145008
YBL035C	-0.0814664596582981	4.51400920700327	0.222678807883307	0.768140138687798	0.931980000136163
YBL036C	0.253164172103767	6.10667079583179	2.01751077466434	0.304161330263558	0.652480198968421
YBL037W	-0.00604438493386571	5.91177655643469	0.00141851532596083	0.980294630729297	0.993917710615562
YBL038W	0.261741844392604	6.22101303839059	4.28399746621016	0.290857074184365	0.642141231728271
YBL039C	1.12840252374876	6.26025028275028	24.8165709388451	0.000198975189254222	0.00414375847151578
YBL039W-B	-0.0347005259711932	3.67617512951095	0.00970472163362096	0.922916597426376	0.98017614809822
YBL040C	-0.270734995002621	6.77521729099807	3.33121069442749	0.29694623394125	0.647385301040569
YBL041W	-0.393684383287031	8.51123894427244	2.15526938936689	0.199699440145303	0.539905044826578
YBL042C	-0.451200832736075	5.8820730480407	7.03887689765358	0.0678830138924808	0.294396914197579
YBL043W	-1.00102122533764	4.00356038601674	18.4850294358935	0.00113799597824088	0.0148283252495763
YBL044W	-2.89781194540859	3.59823906246948	51.0165012263506	4.88542309272523e-06	0.000231442257354601
YBL045C	-0.26810037946803	7.87516749476446	1.7244608486714	0.342912282002768	0.68384113820989
YBL046W	-0.63801488454199	7.32788860880214	5.46611677634811	0.0346871507891848	0.190671796100692
YBL047C	-0.173159632628629	8.99716996641675	0.531754210201149	0.599114616347457	0.850694664565898
